"age","after","received_coupon","revenue"
"20-30",1,1,12.74
"20-30",1,1,13.04
"20-30",1,1,8.71
"20-30",1,1,9.93
"20-30",1,1,13.14
"20-30",1,1,10.82
"20-30",1,1,13.09
"20-30",1,1,11.79
"20-30",1,1,12.13
"20-30",1,1,12.46
"20-30",1,1,13.68
"20-30",1,1,14.08
"20-30",1,1,9.52
"20-30",1,1,15.19
"20-30",1,1,12.58
"20-30",1,1,13.57
"20-30",1,1,13.57
"20-30",1,1,11.72
"20-30",1,1,8.28
"20-30",1,1,15.44
"20-30",1,1,12.03
"20-30",1,1,12.09
"20-30",1,1,10.87
"20-30",1,1,12.53
"20-30",1,1,9.44
"20-30",1,1,9.46
"20-30",1,1,10.84
"20-30",1,1,14.93
"20-30",1,1,10.83
"20-30",1,1,12.25
"20-30",1,1,12.66
"20-30",1,1,13.62
"20-30",1,1,12.03
"20-30",1,1,8.25
"20-30",1,1,12.5
"20-30",1,1,16
"20-30",1,1,14.15
"20-30",1,1,13.98
"20-30",1,1,15.03
"20-30",1,1,15.33
"20-30",1,1,11.64
"20-30",1,1,9.15
"20-30",1,1,12.75
"20-30",1,1,16.87
"20-30",1,1,11
"20-30",1,1,10.81
"20-30",1,1,9.63
"20-30",1,1,12.21
"20-30",1,1,14.93
"20-30",1,1,13.21
"20-30",1,1,13.48
"20-30",1,1,12.44
"20-30",1,1,14.32
"20-30",1,1,8.31
"20-30",1,1,12.02
"20-30",1,1,12.54
"20-30",1,1,13.96
"20-30",1,1,13.1
"20-30",1,1,13.36
"20-30",1,1,12.15
"20-30",1,1,11.15
"20-30",1,1,17.04
"20-30",1,1,13.49
"20-30",1,1,13.48
"20-30",1,1,10.6
"20-30",1,1,11.98
"20-30",1,1,12.62
"20-30",1,1,12.08
"20-30",1,1,13.21
"20-30",1,1,12.53
"20-30",1,1,10.3
"20-30",1,1,8.85
"20-30",1,1,17.11
"20-30",1,1,11.3
"20-30",1,1,9.08
"20-30",1,1,10.9
"20-30",1,1,14.21
"20-30",1,1,13.78
"20-30",1,1,12.7
"20-30",1,1,11.52
"20-30",1,1,15.37
"20-30",1,1,10.41
"20-30",1,1,12.57
"20-30",1,1,11.15
"20-30",1,1,11.41
"20-30",1,1,9.04
"20-30",1,1,12.12
"20-30",1,1,11.98
"20-30",1,1,12.16
"20-30",1,1,12.07
"20-30",1,1,10.78
"20-30",1,1,13.78
"20-30",1,1,18.35
"20-30",1,1,12.95
"20-30",1,1,12.7
"20-30",1,1,11.82
"20-30",1,1,15.89
"20-30",1,1,10.77
"20-30",1,1,9.44
"20-30",1,1,12.69
"20-30",1,1,13.56
"20-30",1,1,12.49
"20-30",1,1,11.9
"20-30",1,1,12.25
"20-30",1,1,10.68
"20-30",1,1,13.99
"20-30",1,1,9.25
"20-30",1,1,15.92
"20-30",1,1,13.47
"20-30",1,1,11.78
"20-30",1,1,13.69
"20-30",1,1,17.02
"20-30",1,1,15.45
"20-30",1,1,14.33
"20-30",1,1,13.34
"20-30",1,1,17.44
"20-30",1,1,10.08
"20-30",1,1,10.46
"20-30",1,1,11.28
"20-30",1,1,11.73
"20-30",1,1,12.43
"20-30",1,1,10.66
"20-30",1,1,15.67
"20-30",1,1,12.3
"20-30",1,1,10.24
"20-30",1,1,12.27
"20-30",1,1,11.78
"20-30",1,1,10.42
"20-30",1,1,11.13
"20-30",1,1,12.93
"20-30",1,1,13.25
"20-30",1,1,9.26
"20-30",1,1,14.51
"20-30",1,1,11.87
"20-30",1,1,14.42
"20-30",1,1,10.14
"20-30",1,1,14.79
"20-30",1,1,15.06
"20-30",1,1,10.51
"20-30",1,1,13.21
"20-30",1,1,10.49
"20-30",1,1,15.63
"20-30",1,1,11.52
"20-30",1,1,10.31
"20-30",1,1,14.27
"20-30",1,1,11.22
"20-30",1,1,11.07
"20-30",1,1,12.51
"20-30",1,1,15.18
"20-30",1,1,13.59
"20-30",1,1,14.48
"20-30",1,1,9.77
"20-30",1,1,13.65
"20-30",1,1,12.93
"20-30",1,1,12.57
"20-30",1,1,12.76
"20-30",1,1,12.96
"20-30",1,1,11.59
"20-30",1,1,11.67
"20-30",1,1,11.84
"20-30",1,1,12.09
"20-30",1,1,12.6
"20-30",1,1,13.51
"20-30",1,1,11.22
"20-30",1,1,14.54
"20-30",1,1,11.34
"20-30",1,1,13.09
"20-30",1,1,12.27
"20-30",1,1,11.42
"20-30",1,1,8.43
"20-30",1,1,11.76
"20-30",1,1,10.03
"20-30",1,1,11.87
"20-30",1,1,9.55
"20-30",1,1,12.09
"20-30",1,1,12.83
"20-30",1,1,11.06
"20-30",1,1,9.73
"20-30",1,1,12.01
"20-30",1,1,12.86
"20-30",1,1,9.58
"20-30",1,1,11.53
"20-30",1,1,10.14
"20-30",1,1,9.39
"20-30",1,1,11.09
"20-30",1,1,12.49
"20-30",1,1,15.45
"20-30",1,1,12.72
"20-30",1,1,14.67
"20-30",1,1,16.68
"20-30",1,1,10.22
"20-30",1,1,10.26
"20-30",1,1,11.06
"20-30",1,1,13.1
"20-30",1,1,12.61
"20-30",1,1,12.39
"20-30",1,1,10.53
"20-30",1,1,15.6
"20-30",1,1,13.01
"20-30",1,1,14.49
"20-30",1,1,9.91
"20-30",1,1,15.67
"20-30",1,1,9.59
"20-30",1,1,9.84
"20-30",1,1,12.68
"20-30",1,1,10.51
"20-30",1,1,9.11
"20-30",1,1,11.98
"20-30",1,1,11.73
"20-30",1,1,14.84
"20-30",1,1,8.82
"20-30",1,1,13.28
"20-30",1,1,13.04
"20-30",1,1,8.93
"20-30",1,1,8.71
"20-30",1,1,14.44
"20-30",1,1,12.89
"20-30",1,1,13.26
"20-30",1,1,8.84
"20-30",1,1,16.34
"20-30",1,1,13.65
"20-30",1,1,14.91
"20-30",1,1,11.54
"20-30",1,1,12.82
"20-30",1,1,11.65
"20-30",1,1,13.42
"20-30",1,1,13.8
"20-30",1,1,10.56
"20-30",1,1,16.74
"20-30",1,1,12.02
"20-30",1,1,13.15
"20-30",1,1,17.46
"20-30",1,1,8.98
"20-30",1,1,11.81
"20-30",1,1,12.8
"20-30",1,1,12.57
"20-30",1,1,10.9
"20-30",1,1,12.32
"20-30",1,1,8.54
"20-30",1,1,11.33
"20-30",1,1,15.42
"20-30",1,1,15.98
"20-30",1,1,13.59
"20-30",1,1,10.91
"20-30",1,1,12.63
"20-30",1,1,9.72
"20-30",1,1,14.16
"20-30",1,1,9.08
"20-30",1,1,12.77
"20-30",1,1,13.13
"20-30",1,1,11.91
"20-30",1,1,8.2
"20-30",1,1,12.58
"20-30",1,1,13.81
"20-30",1,1,12
"20-30",1,1,12.78
"20-30",1,1,13.62
"20-30",1,1,14.31
"20-30",1,1,14.69
"20-30",1,1,11.86
"20-30",1,1,13.42
"20-30",1,1,14.14
"20-30",1,1,11.42
"20-30",1,1,15.27
"20-30",1,1,12.38
"20-30",1,1,12.8
"20-30",1,1,8.27
"20-30",1,1,12.48
"20-30",1,1,13.22
"20-30",1,1,11.97
"20-30",1,1,13.01
"20-30",1,1,12.53
"20-30",1,1,15.38
"20-30",1,1,16.89
"20-30",1,1,10.85
"20-30",1,1,14.18
"20-30",1,1,15.4
"20-30",1,1,12
"20-30",1,1,12.84
"20-30",1,1,11.69
"20-30",1,1,11.01
"20-30",1,1,14.05
"20-30",1,1,8.33
"20-30",1,1,9.21
"20-30",1,1,8.81
"20-30",1,1,14.77
"20-30",1,1,11.69
"20-30",1,1,11.34
"20-30",1,1,14.06
"20-30",1,1,12.99
"20-30",1,1,10.01
"20-30",1,1,10.19
"20-30",1,1,12.69
"20-30",1,1,12.99
"20-30",1,1,9.75
"20-30",1,1,9.68
"20-30",1,1,14.16
"20-30",1,1,11.43
"20-30",1,1,14.85
"20-30",1,1,13.04
"20-30",1,1,13.86
"20-30",1,1,9.85
"20-30",1,1,12.64
"20-30",1,1,11.35
"20-30",1,1,13.32
"20-30",1,1,14.54
"20-30",1,1,13.85
"20-30",1,1,11.21
"20-30",1,1,13.08
"20-30",1,1,12.51
"20-30",1,1,12.41
"20-30",1,1,15.21
"20-30",1,1,13.57
"20-30",1,1,12.58
"20-30",1,1,15.91
"20-30",1,1,12.22
"20-30",1,1,11.63
"20-30",1,1,11.34
"20-30",1,1,11.7
"20-30",1,1,10.48
"20-30",1,1,9.62
"20-30",1,1,11.66
"20-30",1,1,11.67
"20-30",1,1,14.92
"20-30",1,1,12.91
"20-30",1,1,10.73
"20-30",1,1,11.7
"20-30",1,1,15.67
"20-30",1,1,14.43
"20-30",1,1,10.26
"20-30",1,1,11.34
"20-30",1,1,11.74
"20-30",1,1,13.83
"20-30",1,1,8.25
"20-30",1,1,15.22
"20-30",1,1,9.89
"20-30",1,1,11.42
"20-30",1,1,14.93
"20-30",1,1,11.59
"20-30",1,1,15.63
"20-30",1,1,8.59
"20-30",1,1,8.84
"20-30",1,1,11.75
"20-30",1,1,10.7
"20-30",1,1,17.21
"20-30",1,1,10.23
"20-30",1,1,11.13
"20-30",1,1,14.92
"20-30",1,1,10.44
"20-30",1,1,15.51
"20-30",1,1,10.18
"20-30",1,1,12.35
"20-30",1,1,10
"20-30",1,1,12.23
"20-30",1,1,10.43
"20-30",1,1,11.58
"20-30",1,1,12.8
"20-30",1,1,12.56
"20-30",1,1,9.56
"20-30",1,1,10.21
"20-30",1,1,10.7
"20-30",1,1,15.31
"20-30",1,1,13.46
"20-30",1,1,10.45
"20-30",1,1,13.15
"20-30",1,1,11.87
"20-30",1,1,12.59
"20-30",1,1,13.15
"20-30",1,1,14.66
"20-30",1,1,15.13
"20-30",1,1,13.68
"20-30",1,1,11.95
"20-30",1,1,10.45
"20-30",1,1,11.07
"20-30",1,1,10.44
"20-30",1,1,12.83
"20-30",1,1,9.45
"20-30",1,1,14.16
"20-30",1,1,14.49
"20-30",1,1,13.02
"20-30",1,1,9.15
"20-30",1,1,10.16
"20-30",1,1,12.78
"20-30",1,1,15.05
"20-30",1,1,12.97
"20-30",1,1,13.22
"20-30",1,1,13.23
"20-30",1,1,13.12
"20-30",1,1,13.92
"20-30",1,1,14.7
"20-30",1,1,10.41
"20-30",1,1,10.68
"20-30",1,1,9.36
"20-30",1,1,9.69
"20-30",1,1,11.17
"20-30",1,1,10.77
"20-30",1,1,10.27
"20-30",1,1,11.39
"20-30",1,1,11.89
"20-30",1,1,12.27
"20-30",1,1,10.22
"20-30",1,1,14.04
"20-30",1,1,15.33
"20-30",1,1,9.89
"20-30",1,1,9.71
"20-30",1,1,12.46
"20-30",1,1,13.77
"20-30",1,1,11.77
"20-30",1,1,13.14
"20-30",1,1,13.94
"20-30",1,1,10.94
"20-30",1,1,14.17
"20-30",1,1,10.79
"20-30",1,1,13.99
"20-30",1,1,10.45
"20-30",1,1,12.01
"20-30",1,1,10.21
"20-30",1,1,10
"20-30",1,1,11.38
"20-30",1,1,11.18
"20-30",1,1,14.35
"20-30",1,1,12.63
"20-30",1,1,13.03
"20-30",1,1,14.09
"20-30",1,1,12.58
"20-30",1,1,12.6
"20-30",1,1,12.79
"20-30",1,1,15.72
"20-30",1,1,14.18
"20-30",1,1,13.14
"20-30",1,1,11.03
"20-30",1,1,12.07
"20-30",1,1,14.11
"20-30",1,1,14.28
"20-30",1,1,13.05
"20-30",1,1,10.85
"20-30",1,1,13.57
"20-30",1,1,12.61
"20-30",1,1,12.53
"20-30",1,1,12.82
"20-30",1,1,12.82
"20-30",1,1,14.45
"20-30",1,1,11.49
"20-30",1,1,14.54
"20-30",1,1,12.19
"20-30",1,1,9.91
"20-30",1,1,11.49
"20-30",1,1,10.78
"20-30",1,1,11.19
"20-30",1,1,15.43
"20-30",1,1,9.02
"20-30",1,1,12.29
"20-30",1,1,11.65
"20-30",1,1,12.88
"20-30",1,1,12.31
"20-30",1,1,8.4
"20-30",1,1,14.04
"20-30",1,1,10.48
"20-30",1,1,14.74
"20-30",1,1,10.74
"20-30",1,1,11.45
"20-30",1,1,14.71
"20-30",1,1,11.24
"20-30",1,1,16.07
"20-30",1,1,11.82
"20-30",1,1,12.09
"20-30",1,1,18.71
"20-30",1,1,12.03
"20-30",1,1,9.21
"20-30",1,1,12.18
"20-30",1,1,13.75
"20-30",1,1,15.79
"20-30",1,1,10.68
"20-30",1,1,11.97
"20-30",1,1,8.79
"20-30",1,1,12.25
"20-30",1,1,9.93
"20-30",1,1,10.46
"20-30",1,1,11.59
"20-30",1,1,10.16
"20-30",1,1,11.83
"20-30",1,1,14.68
"20-30",1,1,14.84
"20-30",1,1,9.34
"20-30",1,1,12.72
"20-30",1,1,15.18
"20-30",1,1,12.3
"20-30",1,1,12.96
"20-30",1,1,13.06
"20-30",1,1,10.91
"20-30",1,1,12.18
"20-30",1,1,12.8
"20-30",1,1,11.75
"20-30",1,1,10.01
"20-30",1,1,14.2
"20-30",1,1,13.37
"20-30",1,1,12.12
"20-30",1,1,14.09
"20-30",1,1,11.96
"20-30",1,1,14.95
"20-30",1,1,12.21
"20-30",1,1,11.22
"20-30",1,1,11.57
"20-30",1,1,14.3
"20-30",1,1,13.56
"20-30",1,1,10.43
"20-30",1,1,11.89
"20-30",1,1,13.96
"20-30",1,1,14.28
"20-30",1,1,10.11
"20-30",1,1,16.16
"20-30",1,1,12.64
"20-30",1,1,14.52
"20-30",1,1,11.63
"20-30",1,1,16.26
"20-30",1,1,8.34
"20-30",1,1,16.13
"20-30",1,1,10.9
"20-30",1,1,11.08
"20-30",1,1,14.31
"20-30",1,1,13.45
"20-30",1,1,12.53
"20-30",1,1,11.03
"20-30",1,1,8.25
"20-30",1,1,12.14
"20-30",1,1,15.35
"20-30",1,1,9.67
"20-30",1,1,10.73
"20-30",1,1,9.14
"20-30",1,1,11.67
"20-30",1,1,13.8
"20-30",1,1,12.09
"20-30",1,1,10.24
"20-30",1,1,10.86
"20-30",1,1,14.4
"20-30",1,1,11.48
"20-30",1,1,15
"20-30",1,1,11.37
"20-30",1,1,10.08
"20-30",1,1,11.23
"20-30",1,1,11.37
"20-30",1,1,13.53
"20-30",1,1,12.35
"20-30",1,1,13.16
"20-30",1,1,10.05
"20-30",1,1,12.35
"20-30",1,1,14.74
"20-30",1,1,8.91
"20-30",1,1,8.42
"20-30",1,1,12.9
"20-30",1,1,10.92
"20-30",1,1,16.39
"20-30",1,1,14.5
"20-30",1,1,11.63
"20-30",1,1,10.43
"20-30",1,1,13.16
"20-30",1,1,9.17
"20-30",1,1,11.76
"20-30",1,1,13.13
"20-30",1,1,15.93
"20-30",1,1,14.45
"20-30",1,1,10.42
"20-30",1,1,12.19
"20-30",1,1,12.64
"20-30",1,1,12.91
"20-30",1,1,11.87
"20-30",1,1,9.09
"20-30",1,1,12.78
"20-30",1,1,13.42
"20-30",1,1,12.49
"20-30",1,1,13.49
"20-30",1,1,12.43
"20-30",1,1,12.11
"20-30",1,1,14.31
"20-30",1,1,12.09
"20-30",1,1,8.39
"20-30",1,1,15.56
"20-30",1,1,9.14
"20-30",1,1,13.71
"20-30",1,1,10.31
"20-30",1,1,12.87
"20-30",1,1,10.91
"20-30",1,1,12.42
"20-30",1,1,15.42
"20-30",1,1,10.45
"20-30",1,1,11.1
"20-30",1,1,10.95
"20-30",1,1,10.51
"20-30",1,1,10.97
"20-30",1,1,11.29
"20-30",1,1,12.55
"20-30",1,1,14.38
"20-30",1,1,12.88
"20-30",1,1,11.83
"20-30",1,1,11.76
"20-30",1,1,12.71
"20-30",1,1,11.65
"20-30",1,1,12.73
"20-30",1,1,14.41
"20-30",1,1,10.35
"20-30",1,1,13.89
"20-30",1,1,8.53
"20-30",1,1,12.07
"20-30",1,1,11.91
"20-30",1,1,14.08
"20-30",1,1,14.17
"20-30",1,1,11.23
"20-30",1,1,16.91
"20-30",1,1,14.05
"20-30",1,1,13.81
"20-30",1,1,13.59
"20-30",1,1,12
"20-30",1,1,7.91
"20-30",1,1,14.2
"20-30",1,1,8.03
"20-30",1,1,13.72
"20-30",1,1,13.14
"20-30",1,1,13.06
"20-30",1,1,13.27
"20-30",1,1,11.66
"20-30",1,1,12.29
"20-30",1,1,10.49
"20-30",1,1,10.1
"20-30",1,1,12.44
"20-30",1,1,13.21
"20-30",1,1,11.39
"20-30",1,1,12.07
"20-30",1,1,10.83
"20-30",1,1,12.65
"20-30",1,1,11.65
"20-30",1,1,16.19
"20-30",1,1,13.46
"20-30",1,1,12.16
"20-30",1,1,11.29
"20-30",1,1,12.97
"20-30",1,1,14.61
"20-30",1,1,15.36
"20-30",1,1,12.36
"20-30",1,1,7.98
"20-30",1,1,9.55
"20-30",1,1,10.15
"20-30",1,1,11.78
"20-30",1,1,11.19
"20-30",1,1,14.66
"20-30",1,1,10.39
"20-30",1,1,12.4
"20-30",1,1,9.96
"20-30",1,1,7.89
"20-30",1,1,13.36
"20-30",1,1,14.31
"20-30",1,1,12.9
"20-30",1,1,10.37
"20-30",1,1,9.79
"20-30",1,1,12.76
"20-30",1,1,10.08
"20-30",1,1,9.98
"20-30",1,1,11.94
"20-30",1,1,12.57
"20-30",1,1,9.26
"20-30",1,1,10.1
"20-30",1,1,12.25
"20-30",1,1,12.94
"20-30",1,1,13.88
"20-30",1,1,13.68
"20-30",1,1,12.45
"20-30",1,1,10.79
"20-30",1,1,11.77
"20-30",1,1,12.18
"20-30",1,1,14.46
"20-30",1,1,14.01
"20-30",1,1,9.29
"20-30",1,1,16.08
"20-30",1,1,8.72
"20-30",1,1,11.19
"20-30",1,1,9.9
"20-30",1,1,10.87
"20-30",1,1,12.22
"20-30",1,1,14.48
"20-30",1,1,10.85
"20-30",1,1,12.67
"20-30",1,1,11.27
"20-30",1,1,13.99
"20-30",1,1,9.11
"20-30",1,1,12.86
"20-30",1,1,12.8
"20-30",1,1,14.33
"20-30",1,1,12.86
"20-30",1,1,12.87
"20-30",1,1,9.01
"20-30",1,1,16.57
"20-30",1,1,11.75
"20-30",1,1,13.29
"20-30",1,1,11.35
"20-30",1,1,11.84
"20-30",1,1,8.98
"20-30",1,1,15.28
"20-30",1,1,12.28
"20-30",1,1,19.08
"20-30",1,1,11.63
"20-30",1,1,12.18
"20-30",1,1,14.03
"20-30",1,1,8.07
"20-30",1,1,13.21
"20-30",1,1,14.01
"20-30",1,1,13.2
"20-30",1,1,12.26
"20-30",1,1,11.48
"20-30",1,1,11.43
"20-30",1,1,10.45
"20-30",1,1,12.89
"20-30",1,1,9.28
"20-30",1,1,11.89
"20-30",1,1,12.09
"20-30",1,1,11.94
"20-30",1,1,11.22
"20-30",1,1,13.88
"20-30",1,1,10.89
"20-30",1,1,13.43
"20-30",1,1,13.16
"20-30",1,1,14.03
"20-30",1,1,7.16
"30-40",1,1,8.95
"30-40",1,1,10.17
"30-40",1,1,10.02
"30-40",1,1,9.91
"30-40",1,1,13.7
"30-40",1,1,9.86
"30-40",1,1,9.42
"30-40",1,1,9.79
"30-40",1,1,10.79
"30-40",1,1,13.55
"30-40",1,1,9.84
"30-40",1,1,6.53
"30-40",1,1,9.74
"30-40",1,1,14.3
"30-40",1,1,10.79
"30-40",1,1,12.53
"30-40",1,1,12
"30-40",1,1,15.54
"30-40",1,1,12.69
"30-40",1,1,14.33
"30-40",1,1,13.38
"30-40",1,1,13.52
"30-40",1,1,9.27
"30-40",1,1,10.64
"30-40",1,1,11.1
"30-40",1,1,7.67
"30-40",1,1,11.79
"30-40",1,1,8.47
"30-40",1,1,9.47
"30-40",1,1,9.41
"30-40",1,1,10.46
"30-40",1,1,11.99
"30-40",1,1,14.33
"30-40",1,1,13.39
"30-40",1,1,12.76
"30-40",1,1,8.83
"30-40",1,1,6.32
"30-40",1,1,8.95
"30-40",1,1,9.8
"30-40",1,1,10.24
"30-40",1,1,8.93
"30-40",1,1,12.71
"30-40",1,1,12.25
"30-40",1,1,9.71
"30-40",1,1,10.36
"30-40",1,1,10.35
"30-40",1,1,10.48
"30-40",1,1,10.14
"30-40",1,1,7.9
"30-40",1,1,9.73
"30-40",1,1,11.23
"30-40",1,1,6.79
"30-40",1,1,10.89
"30-40",1,1,13.21
"30-40",1,1,12.21
"30-40",1,1,5.21
"30-40",1,1,10.43
"30-40",1,1,7.22
"30-40",1,1,10.02
"30-40",1,1,10.72
"30-40",1,1,6.36
"30-40",1,1,10.97
"30-40",1,1,12.47
"30-40",1,1,8.18
"30-40",1,1,11.9
"30-40",1,1,12.86
"30-40",1,1,11.08
"30-40",1,1,11.74
"30-40",1,1,9.79
"30-40",1,1,9.6
"30-40",1,1,9.45
"30-40",1,1,11.24
"30-40",1,1,11.16
"30-40",1,1,9.51
"30-40",1,1,10.62
"30-40",1,1,10.08
"30-40",1,1,11.66
"30-40",1,1,6.35
"30-40",1,1,10.31
"30-40",1,1,7.64
"30-40",1,1,10.69
"30-40",1,1,12.5
"30-40",1,1,10.56
"30-40",1,1,12.37
"30-40",1,1,10.06
"30-40",1,1,13.27
"30-40",1,1,7.87
"30-40",1,1,11.85
"30-40",1,1,10.48
"30-40",1,1,12.07
"30-40",1,1,9.69
"30-40",1,1,12.63
"30-40",1,1,12.1
"30-40",1,1,9
"30-40",1,1,10.33
"30-40",1,1,11
"30-40",1,1,12.47
"30-40",1,1,9.84
"30-40",1,1,12.17
"30-40",1,1,8.12
"30-40",1,1,7.77
"30-40",1,1,9.89
"30-40",1,1,8.66
"30-40",1,1,14.56
"30-40",1,1,10.43
"30-40",1,1,13.77
"30-40",1,1,9.15
"30-40",1,1,8.39
"30-40",1,1,8.81
"30-40",1,1,14.24
"30-40",1,1,10.48
"30-40",1,1,7.48
"30-40",1,1,11.59
"30-40",1,1,11.92
"30-40",1,1,11.25
"30-40",1,1,13.61
"30-40",1,1,12.7
"30-40",1,1,9.48
"30-40",1,1,9.09
"30-40",1,1,7.64
"30-40",1,1,9.17
"30-40",1,1,11.88
"30-40",1,1,8.82
"30-40",1,1,8.11
"30-40",1,1,8.57
"30-40",1,1,11.51
"30-40",1,1,11.09
"30-40",1,1,9.15
"30-40",1,1,12.2
"30-40",1,1,7.64
"30-40",1,1,9.35
"30-40",1,1,8.76
"30-40",1,1,12.58
"30-40",1,1,7.65
"30-40",1,1,11.75
"30-40",1,1,9.34
"30-40",1,1,11.96
"30-40",1,1,10.45
"30-40",1,1,9.49
"30-40",1,1,10.65
"30-40",1,1,9.54
"30-40",1,1,11.55
"30-40",1,1,15.29
"30-40",1,1,11.67
"30-40",1,1,9.47
"30-40",1,1,12.42
"30-40",1,1,12.98
"30-40",1,1,10.15
"30-40",1,1,9.86
"30-40",1,1,10.15
"30-40",1,1,9.73
"30-40",1,1,8.95
"30-40",1,1,13.02
"30-40",1,1,10
"30-40",1,1,11.46
"30-40",1,1,9.47
"30-40",1,1,13.51
"30-40",1,1,6.59
"30-40",1,1,9.73
"30-40",1,1,10.27
"30-40",1,1,8.33
"30-40",1,1,9.25
"30-40",1,1,9.89
"30-40",1,1,13.02
"30-40",1,1,8.33
"30-40",1,1,11.77
"30-40",1,1,6.87
"30-40",1,1,13.15
"30-40",1,1,11.1
"30-40",1,1,11.68
"30-40",1,1,9.47
"30-40",1,1,11.95
"30-40",1,1,8.12
"30-40",1,1,8.79
"30-40",1,1,9.21
"30-40",1,1,14.3
"30-40",1,1,8.38
"30-40",1,1,8.44
"30-40",1,1,6.18
"30-40",1,1,8.14
"30-40",1,1,8.35
"30-40",1,1,11.1
"30-40",1,1,11.3
"30-40",1,1,11.78
"30-40",1,1,9.69
"30-40",1,1,7.82
"30-40",1,1,7.75
"30-40",1,1,10.71
"30-40",1,1,9.9
"30-40",1,1,14.64
"30-40",1,1,10.4
"30-40",1,1,6.96
"30-40",1,1,11.45
"30-40",1,1,13
"30-40",1,1,12.33
"30-40",1,1,8.4
"30-40",1,1,11.65
"30-40",1,1,8.12
"30-40",1,1,11.93
"30-40",1,1,7.95
"30-40",1,1,13.84
"30-40",1,1,7.8
"30-40",1,1,10.93
"30-40",1,1,10.81
"30-40",1,1,10.39
"30-40",1,1,6.78
"30-40",1,1,9.19
"30-40",1,1,12.08
"30-40",1,1,10.94
"30-40",1,1,5.93
"30-40",1,1,11.34
"30-40",1,1,7.2
"30-40",1,1,9.97
"30-40",1,1,8.99
"30-40",1,1,14.03
"30-40",1,1,10.91
"30-40",1,1,10.67
"30-40",1,1,11.23
"30-40",1,1,9.6
"30-40",1,1,7.25
"30-40",1,1,9.41
"30-40",1,1,11.59
"30-40",1,1,10.21
"30-40",1,1,7.95
"30-40",1,1,10.79
"30-40",1,1,9.17
"30-40",1,1,10.04
"30-40",1,1,8.89
"30-40",1,1,4.46
"30-40",1,1,8.86
"30-40",1,1,7.39
"30-40",1,1,7
"30-40",1,1,11.48
"30-40",1,1,10.24
"30-40",1,1,9.84
"30-40",1,1,13.65
"30-40",1,1,11.68
"30-40",1,1,14.5
"30-40",1,1,10.16
"30-40",1,1,3.38
"30-40",1,1,10.66
"30-40",1,1,11.73
"30-40",1,1,12.01
"30-40",1,1,9.79
"30-40",1,1,8.85
"30-40",1,1,10.19
"30-40",1,1,11.06
"30-40",1,1,8.23
"30-40",1,1,12.83
"30-40",1,1,12.82
"30-40",1,1,9.8
"30-40",1,1,10.6
"30-40",1,1,9.35
"30-40",1,1,10.85
"30-40",1,1,9.88
"30-40",1,1,10.06
"30-40",1,1,16.9
"30-40",1,1,8.78
"30-40",1,1,9.67
"30-40",1,1,10.29
"30-40",1,1,12.91
"30-40",1,1,11.99
"30-40",1,1,11.72
"30-40",1,1,9.44
"30-40",1,1,11.08
"30-40",1,1,7.32
"30-40",1,1,12.03
"30-40",1,1,10.58
"30-40",1,1,12.32
"30-40",1,1,8.91
"30-40",1,1,11.49
"30-40",1,1,6.19
"30-40",1,1,9.73
"30-40",1,1,11.27
"30-40",1,1,12.59
"30-40",1,1,14.81
"30-40",1,1,12.62
"30-40",1,1,7.23
"30-40",1,1,13.39
"30-40",1,1,7.46
"30-40",1,1,12.45
"30-40",1,1,16.22
"30-40",1,1,9.78
"30-40",1,1,13.44
"30-40",1,1,11.36
"30-40",1,1,9.54
"30-40",1,1,11.87
"30-40",1,1,9.69
"30-40",1,1,11.37
"30-40",1,1,7.85
"30-40",1,1,9.98
"30-40",1,1,8.33
"30-40",1,1,14.25
"30-40",1,1,12.35
"30-40",1,1,11.45
"30-40",1,1,6.59
"30-40",1,1,10.25
"30-40",1,1,11.01
"30-40",1,1,9.22
"30-40",1,1,10.8
"30-40",1,1,11.11
"30-40",1,1,12.41
"30-40",1,1,13.21
"30-40",1,1,8.69
"30-40",1,1,11.92
"30-40",1,1,10.06
"30-40",1,1,10.33
"30-40",1,1,11.75
"30-40",1,1,5.95
"30-40",1,1,15.15
"30-40",1,1,10.71
"30-40",1,1,8.62
"30-40",1,1,12.01
"30-40",1,1,9.88
"30-40",1,1,12.04
"30-40",1,1,11.28
"30-40",1,1,13.44
"30-40",1,1,9.23
"30-40",1,1,7.72
"30-40",1,1,11.82
"30-40",1,1,11.76
"30-40",1,1,10.52
"30-40",1,1,12.88
"30-40",1,1,11.93
"30-40",1,1,8.59
"30-40",1,1,11.84
"30-40",1,1,3.61
"30-40",1,1,8.86
"30-40",1,1,11.31
"30-40",1,1,10.93
"30-40",1,1,11.44
"30-40",1,1,4.77
"30-40",1,1,12.34
"30-40",1,1,13.86
"30-40",1,1,10.72
"30-40",1,1,8.82
"30-40",1,1,9.12
"30-40",1,1,5.71
"30-40",1,1,9.66
"30-40",1,1,12.18
"30-40",1,1,10.09
"30-40",1,1,9.72
"30-40",1,1,12.14
"30-40",1,1,9.94
"30-40",1,1,11.36
"30-40",1,1,7.98
"30-40",1,1,8.69
"30-40",1,1,7.85
"30-40",1,1,12.63
"30-40",1,1,12.9
"30-40",1,1,11.42
"30-40",1,1,11.41
"30-40",1,1,8.08
"30-40",1,1,11.1
"30-40",1,1,11.27
"30-40",1,1,12.24
